target,tic_id,sector,sectors,tmag,ra_deg,dec_deg,camera,ccd,selection_rank
TIC 91590825,91590825,105,105,10.91,44.1478,-33.1585,4,1,2744
TIC 165145754,165145754,105,105,10.61,46.6485,-37.324,4,2,2745
TIC 176798058,176798058,105,105,10.36,48.5034,-32.934,4,3,2746
TIC 65484618,65484618,105,105,10.75,43.052,-29.1687,4,4,2747
TIC 122615220,122615220,105,105,10.91,41.3601,-33.2555,4,1,2748
TIC 215402814,215402814,105,105,10.61,43.0907,-36.4306,4,2,2749
TIC 176833025,176833025,105,105,10.36,49.0986,-34.3202,4,3,2750
TIC 88347339,88347339,105,105,10.75,44.3131,-29.1073,4,4,2751
TIC 123268406,123268406,105,105,10.91,28.616,-33.8143,4,1,2752
TIC 91555323,91555323,105,105,10.62,43.9781,-35.8127,4,2,2753
TIC 176841786,176841786,105,105,10.36,49.1663,-33.6822,4,3,2754
TIC 88407976,88407976,105,105,10.76,45.649,-27.848,4,4,2755
TIC 122671519,122671519,105,105,10.92,42.22,-34.0737,4,1,2756
TIC 129812765,129812765,105,105,10.62,54.5227,-40.8392,4,2,2757
TIC 209461841,209461841,105,105,10.36,47.1673,-33.2349,4,3,2758
TIC 144504879,144504879,105,105,10.76,50.3267,-25.3593,4,4,2759
TIC 91637069,91637069,105,105,10.93,39.45,-36.0065,4,1,2760
TIC 301050418,301050418,105,105,10.62,48.3135,-43.9164,4,2,2761
TIC 44738571,44738571,105,105,10.37,61.0597,-29.6093,4,3,2762
TIC 408248960,408248960,105,105,10.76,51.2058,-25.2143,4,4,2763
TIC 122611436,122611436,105,105,10.93,40.8501,-34.2272,4,1,2764
TIC 321043312,321043312,105,105,10.62,43.6964,-37.2219,4,2,2765
TIC 142867053,142867053,105,105,10.37,50.8061,-31.4972,4,3,2766
TIC 144516236,144516236,105,105,10.77,50.7249,-25.2383,4,4,2767
TIC 122617066,122617066,105,105,10.93,41.6924,-32.9741,4,1,2768
TIC 159937848,159937848,105,105,10.63,49.3883,-40.8867,4,2,2769
TIC 142868440,142868440,105,105,10.37,50.9648,-32.31,4,3,2770
TIC 209450364,209450364,105,105,10.77,45.7071,-30.2285,4,4,2771
TIC 122612830,122612830,105,105,10.94,40.9869,-35.1939,4,1,2772
TIC 159984225,159984225,105,105,10.63,50.288,-40.3342,4,2,2773
TIC 142978427,142978427,105,105,10.37,53.6832,-32.8451,4,3,2774
TIC 209463252,209463252,105,105,10.77,47.3295,-30.2828,4,4,2775
TIC 122670619,122670619,105,105,10.94,42.0715,-31.594,4,1,2776
TIC 77092179,77092179,105,105,10.64,34.3937,-40.6888,4,2,2777
TIC 44743428,44743428,105,105,10.38,61.3702,-29.3799,4,3,2778
TIC 88338683,88338683,105,105,10.78,44.0839,-29.763,4,4,2779
TIC 123267430,123267430,105,105,10.94,28.5598,-33.5437,4,1,2780
TIC 142198856,142198856,105,105,10.64,37.9551,-42.8542,4,2,2781
TIC 89114650,89114650,105,105,10.38,55.4505,-28.493,4,3,2782
TIC 88405667,88405667,105,105,10.78,45.3981,-28.5552,4,4,2783
TIC 77111305,77111305,105,105,10.95,34.8361,-37.2776,4,1,2784
TIC 159966251,159966251,105,105,10.64,49.6521,-37.8854,4,2,2785
TIC 89116623,89116623,105,105,10.38,55.6748,-29.8071,4,3,2786
TIC 88532531,88532531,105,105,10.78,48.4969,-29.7547,4,4,2787
TIC 122577314,122577314,105,105,10.95,40.3413,-33.0106,4,1,2788
TIC 165165973,165165973,105,105,10.65,47.5052,-37.1465,4,2,2789
TIC 143030983,143030983,105,105,10.38,54.8165,-30.6037,4,3,2790
TIC 88570491,88570491,105,105,10.78,48.7739,-29.6895,4,4,2791
TIC 138712593,138712593,105,105,10.95,32.6884,-38.0824,4,1,2792
TIC 165184468,165184468,105,105,10.65,47.7296,-36.6238,4,2,2793
TIC 144653169,144653169,105,105,10.38,54.0642,-26.5788,4,3,2794
TIC 91554313,91554313,105,105,10.78,43.7921,-30.0042,4,4,2795
TIC 178153661,178153661,105,105,10.95,42.5736,-32.2696,4,1,2796
TIC 165146057,165146057,105,105,10.66,46.811,-35.9401,4,2,2797
TIC 166740597,166740597,105,105,10.38,56.0465,-32.7768,4,3,2798
TIC 92303585,92303585,105,105,10.78,50.7464,-23.2452,4,4,2799
TIC 122560368,122560368,105,105,10.96,40.0383,-35.5083,4,1,2800
TIC 209457937,209457937,105,105,10.66,46.6018,-35.7018,4,2,2801
TIC 166740775,166740775,105,105,10.38,56.0389,-33.7554,4,3,2802
TIC 88405454,88405454,105,105,10.79,45.3032,-29.7567,4,4,2803
TIC 122616822,122616822,105,105,10.96,41.6819,-34.6977,4,1,2804
TIC 301021999,301021999,105,105,10.66,47.4048,-43.7466,4,2,2805
TIC 325709380,325709380,105,105,10.38,56.8997,-29.3581,4,3,2806
TIC 88506975,88506975,105,105,10.79,47.5592,-26.6097,4,4,2807
TIC 49615683,49615683,105,105,10.97,37.5106,-37.0167,4,1,2808
TIC 147455920,147455920,105,105,10.67,40.9558,-36.8796,4,2,2809
TIC 129861919,129861919,105,105,10.39,55.55,-38.4969,4,3,2810
TIC 144464958,144464958,105,105,10.79,49.1756,-27.4307,4,4,2811
TIC 122609547,122609547,105,105,10.97,40.5727,-34.4871,4,1,2812
TIC 175516832,175516832,105,105,10.67,45.5009,-39.66,4,2,2813
TIC 142870249,142870249,105,105,10.39,51.2472,-33.3036,4,3,2814
TIC 144574925,144574925,105,105,10.79,52.5193,-26.2876,4,4,2815
TIC 123368317,123368317,105,105,10.97,31.5561,-32.7522,4,1,2816
TIC 160008688,160008688,105,105,10.69,51.1683,-40.1182,4,2,2817
TIC 166869978,166869978,105,105,10.39,59.0676,-30.8918,4,3,2818
TIC 209454822,209454822,105,105,10.79,46.2458,-30.7961,4,4,2819
TIC 178155888,178155888,105,105,10.97,42.9359,-31.9695,4,1,2820
TIC 209455635,209455635,105,105,10.69,46.2821,-35.3131,4,2,2821
TIC 176777627,176777627,105,105,10.39,47.8643,-32.3968,4,3,2822
TIC 423783700,423783700,105,105,10.79,52.1234,-26.5931,4,4,2823
TIC 122555970,122555970,105,105,10.98,39.387,-35.471,4,1,2824
TIC 209458292,209458292,105,105,10.69,46.7584,-34.3746,4,2,2825
TIC 142943959,142943959,105,105,10.4,52.9017,-32.6968,4,3,2826
TIC 88417680,88417680,105,105,10.8,46.1505,-29.6403,4,4,2827
TIC 139470679,139470679,105,105,10.98,35.5809,-27.8142,4,1,2828
TIC 215257015,215257015,105,105,10.7,42.4971,-37.1694,4,2,2829
TIC 166803780,166803780,105,105,10.4,57.9352,-31.0392,4,3,2830
TIC 144513637,144513637,105,105,10.8,50.4583,-27.3699,4,4,2831
TIC 70515030,70515030,105,105,10.99,32.8029,-31.8043,4,1,2832
TIC 308243333,308243333,105,105,10.7,46.5229,-36.6191,4,2,2833
TIC 89150869,89150869,105,105,10.41,56.0053,-26.538,4,3,2834
TIC 91556450,91556450,105,105,10.81,44.2598,-30.9194,4,4,2835
TIC 91554824,91554824,105,105,10.99,43.8998,-32.9313,4,1,2836
TIC 146710611,146710611,105,105,10.71,44.2015,-42.7567,4,2,2837
TIC 89186264,89186264,105,105,10.41,57.4639,-28.3499,4,3,2838
TIC 326330717,326330717,105,105,10.81,43.5806,-19.7173,4,4,2839
TIC 123405627,123405627,105,105,10.99,32.3701,-32.1506,4,1,2840
TIC 165160255,165160255,105,105,10.71,46.943,-39.7615,4,2,2841
TIC 142852717,142852717,105,105,10.41,50.5065,-30.377,4,3,2842
TIC 423781450,423781450,105,105,10.81,51.7996,-25.9695,4,4,2843
TIC 122613131,122613131,105,105,11.0,41.107,-34.6529,4,1,2844
TIC 175532152,175532152,105,105,10.71,45.7301,-39.2944,4,2,2845
TIC 142875066,142875066,105,105,10.41,51.4803,-34.0101,4,3,2846
TIC 88509004,88509004,105,105,10.82,47.8443,-26.6695,4,4,2847
TIC 178154246,178154246,105,105,11.0,42.652,-32.1514,4,1,2848
TIC 178171721,178171721,105,105,10.71,43.1951,-35.7556,4,2,2849
TIC 142887055,142887055,105,105,10.41,51.8171,-31.2231,4,3,2850
TIC 144505173,144505173,105,105,10.82,50.3237,-27.056,4,4,2851
TIC 122612699,122612699,105,105,11.01,41.0461,-34.2763,4,1,2852
TIC 308243239,308243239,105,105,10.72,46.5935,-37.1233,4,2,2853
TIC 142888375,142888375,105,105,10.41,51.9227,-32.9736,4,3,2854
TIC 144515962,144515962,105,105,10.82,50.657,-26.7577,4,4,2855
TIC 178198539,178198539,105,105,11.01,43.5021,-31.9476,4,1,2856
TIC 129838134,129838134,105,105,10.73,55.1419,-41.9263,4,2,2857
TIC 142931519,142931519,105,105,10.41,52.3244,-32.3646,4,3,2858
TIC 176779005,176779005,105,105,10.82,47.9529,-30.158,4,4,2859
TIC 122576743,122576743,105,105,11.02,40.2474,-35.6883,4,1,2860
TIC 159937888,159937888,105,105,10.73,49.4442,-40.591,4,2,2861
TIC 144515338,144515338,105,105,10.41,50.5843,-29.733,4,3,2862
TIC 209456668,209456668,105,105,10.82,46.3677,-30.7534,4,4,2863
TIC 122669240,122669240,105,105,11.02,41.8652,-34.7714,4,1,2864
TIC 142317154,142317154,105,105,10.74,41.803,-46.7586,4,2,2865
TIC 168675678,168675678,105,105,10.41,61.3022,-34.6951,4,3,2866
TIC 144505152,144505152,105,105,10.83,50.2767,-26.9335,4,4,2867
TIC 178155480,178155480,105,105,11.03,42.8513,-30.8277,4,1,2868
TIC 215335263,215335263,105,105,10.74,42.7282,-36.577,4,2,2869
TIC 176850599,176850599,105,105,10.41,49.5736,-32.3583,4,3,2870
TIC 144596630,144596630,105,105,10.83,52.8983,-24.2936,4,4,2871
TIC 91590670,91590670,105,105,11.04,44.2275,-32.0563,4,1,2872
TIC 91591457,91591457,105,105,10.76,44.3106,-34.5246,4,2,2873
TIC 44668044,44668044,105,105,10.42,59.7354,-28.0548,4,3,2874
TIC 88509017,88509017,105,105,10.84,47.8999,-26.7495,4,4,2875
TIC 122618066,122618066,105,105,11.04,41.7786,-33.6189,4,1,2876
TIC 209451336,209451336,105,105,10.76,45.7706,-35.5204,4,2,2877
TIC 144576211,144576211,105,105,10.42,52.6811,-28.8846,4,3,2878
TIC 144540017,144540017,105,105,10.84,52.3568,-26.546,4,4,2879
TIC 122615344,122615344,105,105,11.05,41.4,-32.4459,4,1,2880
TIC 301021804,301021804,105,105,10.76,47.4632,-42.8664,4,2,2881
TIC 176798953,176798953,105,105,10.42,48.7057,-32.1571,4,3,2882
TIC 144620166,144620166,105,105,10.84,53.5679,-24.2079,4,4,2883
TIC 122615716,122615716,105,105,11.05,41.4238,-30.0644,4,1,2884
TIC 79532143,79532143,105,105,10.77,50.504,-44.3338,4,2,2885
TIC 325707589,325707589,105,105,10.42,56.7463,-27.1885,4,3,2886
TIC 65515607,65515607,105,105,10.85,43.2541,-28.8007,4,4,2887
TIC 122618173,122618173,105,105,11.05,41.8722,-34.3064,4,1,2888
TIC 159951008,159951008,105,105,10.77,49.5804,-39.6768,4,2,2889
TIC 89094491,89094491,105,105,10.43,54.6376,-25.9521,4,3,2890
TIC 88524564,88524564,105,105,10.85,48.0904,-28.0628,4,4,2891
TIC 91642418,91642418,105,105,11.06,40.2222,-36.1596,4,1,2892
TIC 209453396,209453396,105,105,10.78,46.0166,-35.2162,4,2,2893
TIC 89116016,89116016,105,105,10.43,55.5168,-26.5827,4,3,2894
TIC 144496561,144496561,105,105,10.85,49.7349,-27.8872,4,4,2895
TIC 122670936,122670936,105,105,11.06,42.0863,-33.6993,4,1,2896
TIC 91642634,91642634,105,105,10.79,40.7091,-37.0899,4,2,2897
TIC 89116114,89116114,105,105,10.43,55.586,-27.1268,4,3,2898
TIC 144575271,144575271,105,105,10.85,52.483,-24.2453,4,4,2899
TIC 122557828,122557828,105,105,11.07,39.7359,-35.8305,4,1,2900
TIC 91642661,91642661,105,105,10.79,40.6512,-37.2801,4,2,2901
TIC 140073379,140073379,105,105,10.43,57.2952,-40.177,4,3,2902
TIC 88508163,88508163,105,105,10.86,47.7995,-26.1325,4,4,2903
TIC 122614323,122614323,105,105,11.07,41.3101,-32.87,4,1,2904
TIC 153093498,153093498,105,105,10.79,49.8221,-45.8593,4,2,2905
TIC 144574585,144574585,105,105,10.43,52.4876,-28.2813,4,3,2906
TIC 88570754,88570754,105,105,10.86,48.7923,-28.3127,4,4,2907
TIC 122610709,122610709,105,105,11.08,40.7358,-33.1185,4,1,2908
TIC 159924279,159924279,105,105,10.79,49.0032,-40.695,4,2,2909
TIC 166875503,166875503,105,105,10.43,59.7936,-30.9358,4,3,2910
TIC 144513636,144513636,105,105,10.86,50.4432,-27.3835,4,4,2911
TIC 178153783,178153783,105,105,11.08,42.4806,-31.3655,4,1,2912
TIC 165147001,165147001,105,105,10.79,46.8666,-40.6885,4,2,2913
TIC 166968844,166968844,105,105,10.43,60.4352,-30.9792,4,3,2914
TIC 423763516,423763516,105,105,10.86,51.5965,-26.5696,4,4,2915
TIC 122559400,122559400,105,105,11.09,39.9132,-33.0122,4,1,2916
TIC 175492787,175492787,105,105,10.79,45.3425,-37.0964,4,2,2917
TIC 407585585,407585585,105,105,10.43,49.9085,-32.6767,4,3,2918
TIC 88405471,88405471,105,105,10.88,45.2995,-29.6374,4,4,2919
TIC 122576455,122576455,105,105,11.09,40.1156,-34.6171,4,1,2920
TIC 178154748,178154748,105,105,10.79,42.8142,-35.8451,4,2,2921
TIC 44670312,44670312,105,105,10.44,60.0184,-28.8081,4,3,2922
TIC 88417967,88417967,105,105,10.88,46.1422,-27.9537,4,4,2923
TIC 122615535,122615535,105,105,11.09,41.4722,-31.2641,4,1,2924
TIC 215403671,215403671,105,105,10.79,43.007,-40.6279,4,2,2925
TIC 89183302,89183302,105,105,10.44,56.2461,-27.9249,4,3,2926
TIC 88570563,88570563,105,105,10.88,48.7758,-29.2538,4,4,2927
TIC 122616149,122616149,105,105,11.09,41.4952,-32.6476,4,1,2928
TIC 79570391,79570391,105,105,10.8,53.4105,-43.2446,4,2,2929
TIC 89188478,89188478,105,105,10.44,57.6371,-27.4636,4,3,2930
TIC 144539972,144539972,105,105,10.88,52.4529,-26.3199,4,4,2931
TIC 178154129,178154129,105,105,11.09,42.5825,-31.2686,4,1,2932
TIC 153093554,153093554,105,105,10.8,49.7951,-45.6789,4,2,2933
TIC 89265768,89265768,105,105,10.44,59.0841,-29.8022,4,3,2934
TIC 144598961,144598961,105,105,10.88,53.2345,-24.4287,4,4,2935
TIC 122614596,122614596,105,105,11.1,41.2338,-34.7401,4,1,2936
TIC 175516407,175516407,105,105,10.8,45.5659,-37.068,4,2,2937
TIC 142888496,142888496,105,105,10.44,51.8469,-33.3376,4,3,2938
TIC 88347689,88347689,105,105,10.89,44.287,-28.0658,4,4,2939
TIC 209404960,209404960,105,105,11.12,44.5718,-32.7304,4,1,2940
TIC 176776443,176776443,105,105,10.82,47.7029,-35.635,4,2,2941
TIC 144597769,144597769,105,105,10.44,53.0748,-29.5807,4,3,2942
TIC 88478746,88478746,105,105,10.89,46.9527,-28.1003,4,4,2943
TIC 91590703,91590703,105,105,11.13,44.2243,-32.3535,4,1,2944
TIC 301021549,301021549,105,105,10.82,46.8348,-42.3522,4,2,2945
TIC 89061397,89061397,105,105,10.45,54.3802,-27.2406,4,3,2946
TIC 88570583,88570583,105,105,10.89,48.7962,-29.1799,4,4,2947
TIC 91592587,91592587,105,105,11.13,44.5406,-32.5884,4,1,2948
TIC 308304572,308304572,105,105,10.82,52.2934,-40.1328,4,2,2949
TIC 129840096,129840096,105,105,10.45,55.3528,-39.2801,4,3,2950
TIC 144482048,144482048,105,105,10.89,49.4409,-26.9873,4,4,2951
TIC 122558475,122558475,105,105,11.13,39.75,-33.4843,4,1,2952
TIC 79591691,79591691,105,105,10.83,53.8582,-42.1789,4,2,2953
TIC 140207408,140207408,105,105,10.45,59.1114,-37.0159,4,3,2954
TIC 144496356,144496356,105,105,10.89,49.7675,-26.635,4,4,2955
TIC 122612532,122612532,105,105,11.13,41.0106,-33.2225,4,1,2956
TIC 209407551,209407551,105,105,10.83,45.0462,-35.9023,4,2,2957
TIC 142852175,142852175,105,105,10.45,50.3594,-32.7871,4,3,2958
TIC 144596954,144596954,105,105,10.89,52.9824,-25.9482,4,4,2959
TIC 122671623,122671623,105,105,11.13,42.27,-33.3903,4,1,2960
TIC 209462163,209462163,105,105,10.83,47.1112,-35.2151,4,2,2961
TIC 165213073,165213073,105,105,10.45,56.4592,-37.2661,4,3,2962
TIC 423764315,423764315,105,105,10.89,51.7166,-25.8607,4,4,2963
TIC 178171372,178171372,105,105,11.13,43.1702,-33.3799,4,1,2964
TIC 215336208,215336208,105,105,10.83,42.7587,-39.8442,4,2,2965
TIC 168701841,168701841,105,105,10.45,61.889,-34.6927,4,3,2966
TIC 88466141,88466141,105,105,10.9,46.8212,-27.1576,4,4,2967
TIC 122576742,122576742,105,105,11.14,40.3373,-35.6919,4,1,2968
TIC 152360711,152360711,105,105,10.84,44.9638,-36.2922,4,2,2969
TIC 209462831,209462831,105,105,10.45,47.2266,-32.7999,4,3,2970
TIC 144497609,144497609,105,105,10.9,49.8353,-26.0169,4,4,2971
TIC 122612746,122612746,105,105,11.14,41.0163,-34.599,4,1,2972
TIC 159923621,159923621,105,105,10.84,48.8765,-37.1593,4,2,2973
TIC 325690668,325690668,105,105,10.45,56.6993,-26.9631,4,3,2974
TIC 144463716,144463716,105,105,10.91,49.0575,-28.3375,4,4,2975
TIC 122615574,122615574,105,105,11.15,41.407,-31.0119,4,1,2976
TIC 209453871,209453871,105,105,10.84,46.1778,-34.13,4,2,2977
TIC 142960645,142960645,105,105,10.46,53.4645,-33.925,4,3,2978
TIC 144498358,144498358,105,105,10.91,49.9438,-26.032,4,4,2979
TIC 178155924,178155924,105,105,11.15,42.8766,-32.2183,4,1,2980
TIC 321067502,321067502,105,105,10.84,44.2892,-36.7199,4,2,2981
TIC 142976661,142976661,105,105,10.46,53.4033,-30.2101,4,3,2982
TIC 144503011,144503011,105,105,10.91,50.0193,-27.2181,4,4,2983
TIC 122558454,122558454,105,105,11.19,39.7047,-33.6117,4,1,2984
TIC 91542444,91542444,105,105,10.85,43.6986,-35.0442,4,2,2985
TIC 168633917,168633917,105,105,10.46,60.7367,-30.8531,4,3,2986
TIC 88338888,88338888,105,105,10.92,43.9755,-28.4679,4,4,2987
TIC 122615616,122615616,105,105,11.19,41.4256,-30.7654,4,1,2988
TIC 147455449,147455449,105,105,10.85,40.8442,-37.362,4,2,2989
TIC 168655944,168655944,105,105,10.46,60.7805,-35.8071,4,3,2990
TIC 88463646,88463646,105,105,10.92,46.6832,-28.0459,4,4,2991
TIC 123321164,123321164,105,105,11.19,30.1218,-31.1124,4,1,2992
TIC 147455878,147455878,105,105,10.85,41.063,-36.7061,4,2,2993
TIC 168784890,168784890,105,105,10.46,62.9015,-34.0961,4,3,2994
TIC 88478530,88478530,105,105,10.92,46.9924,-29.526,4,4,2995
TIC 178171378,178171378,105,105,11.19,43.269,-33.4012,4,1,2996
TIC 175492920,175492920,105,105,10.85,45.3108,-36.4074,4,2,2997
TIC 142930412,142930412,105,105,10.47,52.2091,-33.2899,4,3,2998
TIC 88532730,88532730,105,105,10.93,48.5051,-28.5318,4,4,2999
TIC 178198052,178198052,105,105,11.19,43.3859,-31.363,4,1,3000
TIC 209407831,209407831,105,105,10.85,45.0738,-34.3819,4,2,3001
TIC 142945544,142945544,105,105,10.47,53.0784,-35.654,4,3,3002
TIC 88570322,88570322,105,105,10.93,48.6193,-28.9534,4,4,3003
TIC 49559085,49559085,105,105,11.2,36.5626,-38.0528,4,1,3004
TIC 321052818,321052818,105,105,10.85,44.0185,-36.7373,4,2,3005
TIC 143029077,143029077,105,105,10.47,54.6573,-32.0192,4,3,3006
TIC 408249882,408249882,105,105,10.93,51.2927,-27.2823,4,4,3007
TIC 122615453,122615453,105,105,11.2,41.3445,-31.8361,4,1,3008
TIC 209430593,209430593,105,105,10.86,45.4299,-34.9999,4,2,3009
TIC 144538468,144538468,105,105,10.47,52.2775,-29.7637,4,3,3010
TIC 88347652,88347652,105,105,10.94,44.3421,-28.1661,4,4,3011
TIC 49559084,49559084,105,105,11.23,36.5642,-38.0521,4,1,3012
TIC 159949981,159949981,105,105,10.87,49.414,-37.1264,4,2,3013
TIC 144619671,144619671,105,105,10.47,53.5904,-27.0668,4,3,3014
TIC 88379579,88379579,105,105,10.94,44.8853,-27.5538,4,4,3015
TIC 122614630,122614630,105,105,11.25,41.2316,-34.9562,4,1,3016
TIC 159985347,159985347,105,105,10.87,50.3855,-37.3765,4,2,3017
TIC 176833357,176833357,105,105,10.47,49.1446,-33.2241,4,3,3018
TIC 88381740,88381740,105,105,10.94,45.0825,-27.6794,4,4,3019
TIC 122559855,122559855,105,105,11.26,39.8313,-34.5647,4,1,3020
TIC 209453616,209453616,105,105,10.87,46.167,-35.5151,4,2,3021
TIC 89186724,89186724,105,105,10.48,57.6209,-29.2812,4,3,3022
TIC 209429752,209429752,105,105,10.94,45.4989,-30.2953,4,4,3023
TIC 122670351,122670351,105,105,11.27,42.1276,-30.0577,4,1,3024
TIC 165161155,165161155,105,105,10.88,47.0096,-37.3933,4,2,3025
TIC 89238882,89238882,105,105,10.48,58.2086,-27.4953,4,3,3026
TIC 88379350,88379350,105,105,10.95,44.7707,-28.7148,4,4,3027
TIC 178170440,178170440,105,105,11.27,43.1029,-33.2165,4,1,3028
TIC 178171762,178171762,105,105,10.88,43.2825,-35.8302,4,2,3029
TIC 142929022,142929022,105,105,10.48,52.0772,-34.5231,4,3,3030
TIC 88381185,88381185,105,105,10.95,45.0051,-28.9177,4,4,3031
TIC 91542031,91542031,105,105,11.28,43.6363,-32.2595,4,1,3032
TIC 209453459,209453459,105,105,10.88,45.9982,-35.5327,4,2,3033
TIC 144574477,144574477,105,105,10.48,52.486,-28.8065,4,3,3034
TIC 88478453,88478453,105,105,10.95,46.846,-29.8439,4,4,3035
TIC 91640716,91640716,105,105,11.28,40.121,-35.9028,4,1,3036
TIC 152360696,152360696,105,105,10.89,44.9549,-36.3648,4,2,3037
TIC 144621461,144621461,105,105,10.48,53.7991,-29.3007,4,3,3038
TIC 88525155,88525155,105,105,10.95,48.3159,-28.0768,4,4,3039
TIC 122686447,122686447,105,105,11.28,42.1786,-30.2771,4,1,3040
TIC 175518364,175518364,105,105,10.89,45.8315,-36.4359,4,2,3041
TIC 176797873,176797873,105,105,10.48,48.5864,-34.089,4,3,3042
TIC 88570096,88570096,105,105,10.95,48.6996,-27.4244,4,4,3043
TIC 178155142,178155142,105,105,11.28,42.7569,-33.4596,4,1,3044
TIC 209462063,209462063,105,105,10.89,47.1156,-34.643,4,2,3045
TIC 89186190,89186190,105,105,10.49,57.4649,-27.9512,4,3,3046
TIC 144463770,144463770,105,105,10.95,49.0567,-28.0792,4,4,3047
TIC 178198513,178198513,105,105,11.28,43.5069,-31.7853,4,1,3048
TIC 321087077,321087077,105,105,10.89,44.4459,-36.5315,4,2,3049
TIC 89263206,89263206,105,105,10.49,58.7706,-28.4426,4,3,3050
TIC 144464053,144464053,105,105,10.95,49.1158,-26.155,4,4,3051
TIC 122612316,122612316,105,105,11.29,40.9911,-31.6314,4,1,3052
TIC 209455474,209455474,105,105,10.9,46.329,-34.4026,4,2,3053
TIC 142944017,142944017,105,105,10.49,52.8906,-32.3294,4,3,3054
TIC 144575406,144575406,105,105,10.95,52.6266,-24.3758,4,4,3055
TIC 178155990,178155990,105,105,11.29,42.9735,-32.5834,4,1,3056
TIC 165193429,165193429,105,105,10.91,48.0467,-41.7197,4,2,3057
TIC 142977531,142977531,105,105,10.49,53.5766,-34.3246,4,3,3058
TIC 144463525,144463525,105,105,10.96,49.1019,-29.4464,4,4,3059
TIC 122611117,122611117,105,105,11.3,40.7664,-35.5104,4,1,3060
TIC 209450953,209450953,105,105,10.91,45.785,-33.4993,4,2,3061
TIC 144540326,144540326,105,105,10.49,52.363,-28.2877,4,3,3062
TIC 144481977,144481977,105,105,10.96,49.5049,-26.5824,4,4,3063
TIC 70552017,70552017,105,105,11.32,33.2993,-32.4658,4,1,3064
TIC 209458038,209458038,105,105,10.91,46.6563,-35.7306,4,2,3065
TIC 166712417,166712417,105,105,10.49,55.7038,-32.2917,4,3,3066
TIC 144482798,144482798,105,105,10.96,49.6643,-28.5279,4,4,3067
TIC 72729777,72729777,105,105,11.32,34.3238,-26.4308,4,1,3068
TIC 308267223,308267223,105,105,10.91,52.1524,-40.1427,4,2,3069
TIC 168656847,168656847,105,105,10.49,60.9058,-31.4664,4,3,3070
TIC 144523466,144523466,105,105,10.96,51.1204,-25.7289,4,4,3071
TIC 111363968,111363968,105,105,11.32,31.5585,-35.9244,4,1,3072
TIC 209451069,209451069,105,105,10.92,45.6722,-34.0808,4,2,3073
TIC 168674936,168674936,105,105,10.49,61.3309,-31.2007,4,3,3074
TIC 176778968,176778968,105,105,10.96,47.9677,-30.3969,4,4,3075
TIC 91555906,91555906,105,105,11.33,44.0885,-32.4022,4,1,3076
TIC 209455426,209455426,105,105,10.92,46.3431,-34.1408,4,2,3077
TIC 89060587,89060587,105,105,10.5,54.2656,-28.1483,4,3,3078
TIC 71446322,71446322,105,105,10.97,47.5135,-23.6929,4,4,3079
TIC 122575501,122575501,105,105,11.33,39.9492,-30.2257,4,1,3080
TIC 209460378,209460378,105,105,10.92,46.9701,-34.7418,4,2,3081
TIC 89182459,89182459,105,105,10.5,56.0624,-27.7154,4,3,3082
TIC 88482652,88482652,105,105,10.98,47.4916,-29.0834,4,4,3083
TIC 178156220,178156220,105,105,11.34,42.8747,-34.1796,4,1,3084
TIC 215403723,215403723,105,105,10.92,43.1184,-39.6594,4,2,3085
TIC 140074684,140074684,105,105,10.5,57.4487,-38.0757,4,3,3086
