target,tic_id,sector,sectors,tmag,ra_deg,dec_deg,camera,ccd,selection_rank
TIC 180552220,180552220,105,105,10.99,15.3537,-36.8359,3,4,1276
TIC 122577308,122577308,105,105,10.13,40.3511,-33.0532,4,1,1277
TIC 159949986,159949986,105,105,10.17,49.4169,-37.1027,4,2,1278
TIC 140072448,140072448,105,105,10.13,57.1856,-39.1081,4,3,1279
TIC 88525395,88525395,105,105,10.23,48.3113,-26.7117,4,4,1280
TIC 91015630,91015630,105,105,11.35,308.8434,-46.6212,1,1,1281
TIC 114953216,114953216,105,105,11.67,315.2694,-41.2444,1,2,1282
TIC 91045352,91045352,105,105,11.61,309.3427,-42.0385,1,3,1283
TIC 320809359,320809359,105,105,11.08,298.7862,-53.9979,1,4,1284
TIC 201250543,201250543,105,105,11.45,0.6854,-55.6813,2,1,1285
TIC 160080513,160080513,105,105,11.77,351.9954,-41.1522,2,2,1286
TIC 197686912,197686912,105,105,12.16,329.2778,-39.1252,2,3,1287
TIC 2026987682,2026987682,105,105,11.32,339.3329,-53.6383,2,4,1288
TIC 80430369,80430369,105,105,12.1,11.2239,-42.9805,3,1,1289
TIC 281573523,281573523,105,105,11.62,7.4545,-54.6946,3,2,1290
TIC 219989144,219989144,105,105,11.64,30.4668,-52.8373,3,3,1291
TIC 100100125,100100125,105,105,11.0,24.4073,-42.1866,3,4,1292
TIC 122609846,122609846,105,105,10.13,40.5267,-32.7526,4,1,1293
TIC 165165093,165165093,105,105,10.17,47.2423,-39.2745,4,2,1294
TIC 142865181,142865181,105,105,10.13,50.4918,-31.7588,4,3,1295
TIC 88524675,88524675,105,105,10.24,48.1343,-28.8051,4,4,1296
TIC 387294150,387294150,105,105,11.44,312.3599,-57.4803,1,1,1297
TIC 129710038,129710038,105,105,11.74,321.9964,-38.1667,1,2,1298
TIC 439414619,439414619,105,105,11.64,301.0309,-31.7023,1,3,1299
TIC 425803170,425803170,105,105,11.12,294.3902,-46.0771,1,4,1300
TIC 201292545,201292545,105,105,11.45,2.9008,-56.5997,2,1,1301
TIC 144445336,144445336,105,105,11.8,359.1993,-43.0527,2,2,1302
TIC 139877968,139877968,105,105,12.17,326.3414,-48.1339,2,3,1303
TIC 355582869,355582869,105,105,11.37,323.081,-57.9108,2,4,1304
TIC 101936099,101936099,105,105,12.23,13.7294,-46.9635,3,1,1305
TIC 281597528,281597528,105,105,11.62,9.0011,-55.2611,3,2,1306
TIC 158596048,158596048,105,105,11.69,22.1556,-47.9049,3,3,1307
TIC 42071226,42071226,105,105,11.1,24.8419,-39.6042,3,4,1308
TIC 70555574,70555574,105,105,10.14,33.8754,-31.5903,4,1,1309
TIC 175518088,175518088,105,105,10.17,45.6535,-37.0094,4,2,1310
TIC 142976550,142976550,105,105,10.13,53.3869,-30.6229,4,3,1311
TIC 88531848,88531848,105,105,10.24,48.4608,-26.1226,4,4,1312
TIC 1989652807,1989652807,105,105,11.49,316.2061,-51.7841,1,1,1313
TIC 126891100,126891100,105,105,11.79,317.7602,-41.9787,1,2,1314
TIC 34720248,34720248,105,105,11.65,306.3726,-35.7628,1,3,1315
TIC 441220859,441220859,105,105,11.12,294.8387,-40.9883,1,4,1316
TIC 339576478,339576478,105,105,11.45,359.1323,-58.3073,2,1,1317
TIC 389727431,389727431,105,105,11.82,349.8732,-47.8039,2,2,1318
TIC 2055498684,2055498684,105,105,12.17,340.7306,-46.8547,2,3,1319
TIC 265469420,265469420,105,105,11.39,321.2543,-60.3587,2,4,1320
TIC 183584657,183584657,105,105,12.23,12.2225,-37.2868,3,1,1321
TIC 206544316,206544316,105,105,11.63,18.4194,-59.6599,3,2,1322
TIC 220020423,220020423,105,105,11.7,33.0621,-50.512,3,3,1323
TIC 111243185,111243185,105,105,11.13,29.9728,-39.8887,3,4,1324
TIC 123404559,123404559,105,105,10.15,32.3336,-32.1044,4,1,1325
TIC 146654882,146654882,105,105,10.18,42.7645,-43.0755,4,2,1326
TIC 142982210,142982210,105,105,10.13,53.8254,-33.5992,4,3,1327
TIC 92228602,92228602,105,105,10.25,48.9309,-27.8294,4,4,1328
TIC 79019920,79019920,105,105,11.5,315.3407,-50.318,1,1,1329
TIC 165079303,165079303,105,105,11.89,322.6306,-40.1077,1,2,1330
TIC 471013507,471013507,105,105,11.7,306.5572,-37.1083,1,3,1331
TIC 101582095,101582095,105,105,11.14,302.0116,-48.569,1,4,1332
TIC 201234926,201234926,105,105,11.52,359.8739,-53.6101,2,1,1333
TIC 402026209,402026209,105,105,11.83,353.563,-42.062,2,2,1334
TIC 279256005,279256005,105,105,12.22,331.7035,-47.4718,2,3,1335
TIC 259784187,259784187,105,105,11.41,323.3424,-60.403,2,4,1336
TIC 102086653,102086653,105,105,12.27,17.9904,-45.9993,3,1,1337
TIC 234525885,234525885,105,105,11.67,16.0618,-60.2832,3,2,1338
TIC 220017484,220017484,105,105,11.73,32.7379,-53.0693,3,3,1339
TIC 270315406,270315406,105,105,11.14,20.388,-42.3518,3,4,1340
TIC 122522548,122522548,105,105,10.16,38.5847,-30.2443,4,1,1341
TIC 146713372,146713372,105,105,10.18,44.7163,-43.9064,4,2,1342
TIC 144653192,144653192,105,105,10.13,54.0603,-26.4331,4,3,1343
TIC 88336893,88336893,105,105,10.26,43.7571,-28.2187,4,4,1344
TIC 79328890,79328890,105,105,11.51,319.5308,-51.7859,1,1,1345
TIC 389527914,389527914,105,105,11.89,314.529,-38.7771,1,2,1346
TIC 290924713,290924713,105,105,11.72,308.8046,-38.444,1,3,1347
TIC 143257768,143257768,105,105,11.2,293.3898,-45.8916,1,4,1348
TIC 201248850,201248850,105,105,11.55,0.4983,-55.5552,2,1,1349
TIC 160148385,160148385,105,105,11.91,1.0467,-47.3606,2,2,1350
TIC 197693966,197693966,105,105,12.3,329.9636,-39.3125,2,3,1351
TIC 259784884,259784884,105,105,11.54,323.6194,-61.5828,2,4,1352
TIC 116157661,116157661,105,105,12.28,7.6659,-38.1662,3,1,1353
TIC 231014229,231014229,105,105,11.68,26.5297,-55.4109,3,2,1354
TIC 142169368,142169368,105,105,11.76,37.1674,-44.6649,3,3,1355
TIC 67644294,67644294,105,105,11.15,18.4002,-35.7485,3,4,1356
TIC 122609683,122609683,105,105,10.16,40.6229,-33.8667,4,1,1357
TIC 147470582,147470582,105,105,10.18,41.6746,-39.3683,4,2,1358
TIC 168726600,168726600,105,105,10.13,62.4512,-31.0355,4,3,1359
TIC 92228688,92228688,105,105,10.26,48.9911,-27.3653,4,4,1360
TIC 79423701,79423701,105,105,11.6,320.7095,-52.5087,1,1,1361
TIC 139090254,139090254,105,105,11.97,319.392,-44.7429,1,2,1362
TIC 271488508,271488508,105,105,11.74,299.3047,-33.6845,1,3,1363
TIC 299892766,299892766,105,105,11.26,296.5902,-41.0158,1,4,1364
TIC 201289286,201289286,105,105,11.58,2.3303,-55.1002,2,1,1365
TIC 144276942,144276942,105,105,11.97,353.9034,-44.8088,2,2,1366
TIC 2027254224,2027254224,105,105,12.31,331.7125,-47.469,2,3,1367
TIC 355586002,355586002,105,105,11.55,325.2106,-57.7056,2,4,1368
TIC 156075294,156075294,105,105,12.3,10.5946,-48.2937,3,1,1369
TIC 355509155,355509155,105,105,11.69,15.4945,-55.3955,3,2,1370
TIC 219985761,219985761,105,105,11.81,30.0266,-49.1806,3,3,1371
TIC 123318213,123318213,105,105,11.19,29.5045,-35.4499,3,4,1372
TIC 122616030,122616030,105,105,10.16,41.4915,-31.8847,4,1,1373
TIC 159894793,159894793,105,105,10.18,48.3326,-40.2737,4,2,1374
TIC 44738392,44738392,105,105,10.14,60.9142,-29.3735,4,3,1375
TIC 144522707,144522707,105,105,10.26,50.9624,-26.2327,4,4,1376
TIC 231639448,231639448,105,105,11.62,318.2385,-54.4687,1,1,1377
TIC 200643460,200643460,105,105,12.03,320.47,-45.4472,1,2,1378
TIC 1991402636,1991402636,105,105,11.74,302.2242,-35.3309,1,3,1379
TIC 128879556,128879556,105,105,11.29,300.7486,-47.4648,1,4,1380
TIC 402045474,402045474,105,105,11.6,352.1359,-52.2555,2,1,1381
TIC 175298549,175298549,105,105,12.04,347.4021,-39.8532,2,2,1382
TIC 144062865,144062865,105,105,12.32,337.2755,-48.6655,2,3,1383
TIC 219315573,219315573,105,105,11.56,320.3077,-59.4629,2,4,1384
TIC 160147687,160147687,105,105,12.3,1.0774,-43.0763,3,1,1385
TIC 206564563,206564563,105,105,11.73,19.8243,-59.7076,3,2,1386
TIC 7222629,7222629,105,105,11.84,32.7397,-42.7798,3,3,1387
TIC 115349383,115349383,105,105,11.28,27.8351,-38.0062,3,4,1388
TIC 123319598,123319598,105,105,10.17,29.7975,-32.9566,4,1,1389
TIC 159986014,159986014,105,105,10.18,50.4502,-40.8939,4,2,1390
TIC 89202985,89202985,105,105,10.14,57.7949,-29.2688,4,3,1391
TIC 144537883,144537883,105,105,10.26,51.0854,-26.9887,4,4,1392
TIC 219263092,219263092,105,105,11.63,309.2231,-55.0858,1,1,1393
TIC 389657832,389657832,105,105,12.03,320.9892,-44.2936,1,2,1394
TIC 389299375,389299375,105,105,11.78,303.4283,-40.4027,1,3,1395
TIC 355335663,355335663,105,105,11.29,297.0941,-50.617,1,4,1396
TIC 2055340168,2055340168,105,105,11.6,352.1352,-52.2553,2,1,1397
TIC 144301052,144301052,105,105,12.07,354.2973,-42.0104,2,2,1398
TIC 121425725,121425725,105,105,12.39,342.2878,-44.3228,2,3,1399
TIC 316830745,316830745,105,105,11.62,323.9302,-58.2942,2,4,1400
TIC 102030574,102030574,105,105,12.33,15.8447,-44.7059,3,1,1401
TIC 281763818,281763818,105,105,11.74,12.4924,-56.7856,3,2,1402
TIC 142205248,142205248,105,105,11.85,38.4373,-46.6437,3,3,1403
TIC 425850570,425850570,105,105,11.31,28.114,-35.9376,3,4,1404
TIC 209407002,209407002,105,105,10.17,44.8781,-32.6477,4,1,1405
TIC 308241696,308241696,105,105,10.18,42.2331,-38.0909,4,2,1406
TIC 142850880,142850880,105,105,10.14,50.2446,-31.1337,4,3,1407
TIC 209454877,209454877,105,105,10.27,46.2287,-31.1017,4,4,1408
TIC 219261353,219261353,105,105,11.64,309.0453,-56.6354,1,1,1409
TIC 139773739,139773739,105,105,12.09,324.5226,-48.9703,1,2,1410
TIC 34519930,34519930,105,105,11.79,305.3074,-35.9996,1,3,1411
TIC 128879552,128879552,105,105,11.3,300.7484,-47.4618,1,4,1412
TIC 350223741,350223741,105,105,11.62,356.2406,-62.2445,2,1,1413
TIC 139188409,139188409,105,105,12.08,344.9831,-46.092,2,2,1414
TIC 139914420,139914420,105,105,12.42,326.8324,-48.0553,2,3,1415
TIC 403138334,403138334,105,105,11.64,333.9486,-58.9451,2,4,1416
TIC 80432617,80432617,105,105,12.34,11.6732,-42.3618,3,1,1417
TIC 281710229,281710229,105,105,11.76,11.4848,-55.9227,3,2,1418
TIC 142169644,142169644,105,105,11.9,37.1878,-46.2313,3,3,1419
TIC 183591757,183591757,105,105,11.32,17.5505,-36.4918,3,4,1420
TIC 178172173,178172173,105,105,10.21,43.3576,-33.1452,4,1,1421
TIC 79515688,79515688,105,105,10.19,50.3394,-42.312,4,2,1422
TIC 142866727,142866727,105,105,10.14,50.6185,-30.3111,4,3,1423
TIC 88454577,88454577,105,105,10.28,46.2655,-28.5465,4,4,1424
TIC 370146909,370146909,105,105,11.64,312.8285,-57.1046,1,1,1425
TIC 114890466,114890466,105,105,12.13,314.8117,-38.3305,1,2,1426
TIC 34558877,34558877,105,105,11.79,305.6234,-30.8002,1,3,1427
TIC 80254085,80254085,105,105,11.32,298.7819,-45.9391,1,4,1428
TIC 220511224,220511224,105,105,11.64,347.4986,-55.3117,2,1,1429
TIC 139188407,139188407,105,105,12.26,344.9821,-46.0927,2,2,1430
TIC 140067837,140067837,105,105,12.45,330.1031,-48.7108,2,3,1431
TIC 265612438,265612438,105,105,11.68,333.1747,-55.9788,2,4,1432
TIC 179284332,179284332,105,105,12.37,12.7908,-36.914,3,1,1433
TIC 322307342,322307342,105,105,11.78,15.0062,-58.9047,3,2,1434
TIC 220020424,220020424,105,105,11.91,33.0614,-50.5077,3,3,1435
TIC 100097716,100097716,105,105,11.35,24.048,-42.3037,3,4,1436
TIC 122576124,122576124,105,105,10.22,40.2035,-34.0662,4,1,1437
TIC 209430882,209430882,105,105,10.19,45.569,-35.2194,4,2,1438
TIC 143043711,143043711,105,105,10.14,55.2843,-29.9211,4,3,1439
TIC 209429745,209429745,105,105,10.29,45.4515,-30.2336,4,4,1440
TIC 360914079,360914079,105,105,11.65,310.5679,-55.8694,1,1,1441
TIC 425826230,425826230,105,105,12.13,316.3913,-46.4205,1,2,1442
TIC 290236103,290236103,105,105,11.87,304.5289,-36.592,1,3,1443
TIC 370082509,370082509,105,105,11.47,297.2846,-53.184,1,4,1444
TIC 201250544,201250544,105,105,11.67,0.687,-55.6803,2,1,1445
TIC 224283342,224283342,105,105,12.29,356.358,-40.3381,2,2,1446
TIC 88246378,88246378,105,105,12.47,332.9072,-46.8114,2,3,1447
TIC 469881695,469881695,105,105,11.69,328.0616,-59.3513,2,4,1448
TIC 80315364,80315364,105,105,12.38,8.3093,-47.5535,3,1,1449
TIC 158582033,158582033,105,105,11.79,21.4547,-51.1696,3,2,1450
TIC 142216895,142216895,105,105,11.96,38.72,-46.9395,3,3,1451
TIC 270315405,270315405,105,105,11.38,20.3872,-42.3526,3,4,1452
TIC 122612441,122612441,105,105,10.24,40.9958,-32.5859,4,1,1453
TIC 215257953,215257953,105,105,10.19,42.5123,-39.6031,4,2,1454
TIC 144597473,144597473,105,105,10.14,52.9157,-28.6584,4,3,1455
TIC 423782255,423782255,105,105,10.29,51.9549,-26.416,4,4,1456
TIC 409696823,409696823,105,105,11.7,314.4264,-58.5087,1,1,1457
TIC 126805047,126805047,105,105,12.15,317.1596,-42.7488,1,2,1458
TIC 389242243,389242243,105,105,11.89,303.1197,-39.4388,1,3,1459
TIC 60891724,60891724,105,105,11.48,285.9849,-47.9469,1,4,1460
TIC 281459670,281459670,105,105,11.67,5.6184,-59.9426,2,1,1461
TIC 201233971,201233971,105,105,12.32,359.6675,-48.7819,2,2,1462
TIC 144062866,144062866,105,105,12.5,337.2446,-48.6726,2,3,1463
TIC 403223511,403223511,105,105,11.7,338.9216,-55.7465,2,4,1464
TIC 155951590,155951590,105,105,12.4,6.3634,-47.8852,3,1,1465
TIC 281460300,281460300,105,105,11.81,5.9109,-56.6404,3,2,1466
TIC 354605294,354605294,105,105,11.97,21.7292,-48.2903,3,3,1467
TIC 67668621,67668621,105,105,11.39,19.5557,-34.1885,3,4,1468
TIC 122617306,122617306,105,105,10.24,41.7405,-31.2977,4,1,1469
TIC 215476835,215476835,105,105,10.19,43.3675,-37.2197,4,2,1470
TIC 166779042,166779042,105,105,10.14,57.4934,-31.3421,4,3,1471
TIC 88481945,88481945,105,105,10.3,47.2989,-26.7489,4,4,1472
TIC 91313585,91313585,105,105,11.73,311.6315,-46.6553,1,1,1473
TIC 197591673,197591673,105,105,12.15,326.8171,-40.5684,1,2,1474
TIC 300791695,300791695,105,105,11.92,300.3001,-40.5261,1,3,1475
TIC 101277769,101277769,105,105,11.49,299.9401,-50.3476,1,4,1476
TIC 355446093,355446093,105,105,11.75,350.8697,-52.176,2,1,1477
TIC 270654211,270654211,105,105,12.32,352.7935,-39.6448,2,2,1478
TIC 121422158,121422158,105,105,12.51,341.8003,-42.7441,2,3,1479
TIC 140043630,140043630,105,105,11.72,329.2719,-51.0795,2,4,1480
TIC 616545501,616545501,105,105,12.44,12.7901,-36.9141,3,1,1481
TIC 158532040,158532040,105,105,11.84,19.345,-53.7718,3,2,1482
TIC 7220124,7220124,105,105,12.05,32.1804,-42.2417,3,3,1483
TIC 183636776,183636776,105,105,11.45,18.945,-41.3654,3,4,1484
TIC 122670636,122670636,105,105,10.24,42.1692,-31.6917,4,1,1485
TIC 91641844,91641844,105,105,10.2,40.2908,-40.1778,4,2,1486
TIC 168727872,168727872,105,105,10.14,62.5458,-34.6243,4,3,1487
TIC 88525006,88525006,105,105,10.3,48.3245,-28.9812,4,4,1488
TIC 387293666,387293666,105,105,11.73,312.4281,-56.3707,1,1,1489
TIC 159836648,159836648,105,105,12.2,320.2197,-36.6581,1,2,1490
TIC 271488507,271488507,105,105,11.93,299.3042,-33.6836,1,3,1491
TIC 261366920,261366920,105,105,11.57,292.6588,-43.7093,1,4,1492
TIC 201289550,201289550,105,105,11.76,2.4935,-53.956,2,1,1493
TIC 206364011,206364011,105,105,12.43,357.0124,-49.5843,2,2,1494
TIC 147425389,147425389,105,105,12.53,327.6177,-46.2953,2,3,1495
TIC 197763832,197763832,105,105,11.77,326.7336,-57.8439,2,4,1496
TIC 101947957,101947957,105,105,12.46,14.5442,-43.2447,3,1,1497
TIC 206564564,206564564,105,105,11.85,19.8228,-59.7089,3,2,1498
TIC 381189598,381189598,105,105,12.08,41.559,-50.0324,3,3,1499
TIC 67644239,67644239,105,105,11.51,18.4002,-35.3728,3,4,1500
TIC 122671564,122671564,105,105,10.24,42.2593,-33.7441,4,1,1501
TIC 153045018,153045018,105,105,10.2,49.0169,-45.5647,4,2,1502
TIC 176777700,176777700,105,105,10.14,47.7787,-32.8905,4,3,1503
TIC 144496510,144496510,105,105,10.3,49.7808,-27.5828,4,4,1504
TIC 387295547,387295547,105,105,11.73,312.6961,-58.9433,1,1,1505
TIC 389524494,389524494,105,105,12.2,313.3378,-40.1082,1,2,1506
TIC 129292407,129292407,105,105,11.94,303.6285,-42.4892,1,3,1507
TIC 261283885,261283885,105,105,11.62,292.406,-43.7423,1,4,1508
TIC 355703984,355703984,105,105,11.79,0.8388,-62.1667,2,1,1509
TIC 144301273,144301273,105,105,12.45,354.4459,-42.9664,2,2,1510
TIC 197712302,197712302,105,105,12.53,330.2955,-41.2441,2,3,1511
TIC 403223509,403223509,105,105,11.77,338.9205,-55.7455,2,4,1512
TIC 80426928,80426928,105,105,12.47,10.5,-44.9907,3,1,1513
TIC 354606420,354606420,105,105,11.87,24.5888,-53.8898,3,2,1514
TIC 199735531,199735531,105,105,12.11,22.5195,-46.7576,3,3,1515
TIC 180872017,180872017,105,105,11.55,15.9544,-37.4767,3,4,1516
TIC 122614569,122614569,105,105,10.25,41.3167,-34.4613,4,1,1517
TIC 215335145,215335145,105,105,10.2,42.8803,-38.8724,4,2,1518
TIC 321100884,321100884,105,105,10.14,60.1266,-37.3824,4,3,1519
TIC 88404948,88404948,105,105,10.31,45.2325,-27.311,4,4,1520
TIC 79423703,79423703,105,105,11.76,320.7151,-52.5056,1,1,1521
TIC 91194228,91194228,105,105,12.24,310.6254,-44.4039,1,2,1522
TIC 218925860,218925860,105,105,11.99,298.1256,-35.7036,1,3,1523
TIC 299743342,299743342,105,105,11.69,295.924,-40.9197,1,4,1524
TIC 235009317,235009317,105,105,11.82,352.646,-61.9744,2,1,1525
TIC 206328439,206328439,105,105,12.45,354.2433,-50.7711,2,2,1526
TIC 161264659,161264659,105,105,12.54,341.3125,-50.1083,2,3,1527
TIC 265590456,265590456,105,105,11.79,331.8198,-55.3043,2,4,1528
TIC 80261924,80261924,105,105,12.49,7.4592,-47.4736,3,1,1529
TIC 281498280,281498280,105,105,11.89,6.362,-55.4781,3,2,1530
TIC 274017513,274017513,105,105,12.12,33.9337,-49.4435,3,3,1531
TIC 140478471,140478471,105,105,11.56,21.1167,-33.9203,3,4,1532
TIC 122615445,122615445,105,105,10.25,41.4281,-31.8888,4,1,1533
TIC 308242356,308242356,105,105,10.2,46.4789,-41.8339,4,2,1534
TIC 325688655,325688655,105,105,10.14,56.3764,-29.2516,4,3,1535
TIC 144482710,144482710,105,105,10.31,49.5582,-28.9918,4,4,1536
TIC 91036193,91036193,105,105,11.76,308.8873,-47.6461,1,1,1537
TIC 139830721,139830721,105,105,12.3,325.202,-48.0093,1,2,1538
TIC 269767967,269767967,105,105,11.99,302.6256,-37.8342,1,3,1539
TIC 406236094,406236094,105,105,11.69,292.9685,-52.6458,1,4,1540
TIC 201254754,201254754,105,105,11.83,1.5117,-58.9353,2,1,1541
TIC 161382690,161382690,105,105,12.66,345.1253,-48.729,2,2,1542
TIC 214568688,214568688,105,105,12.54,340.7493,-40.4713,2,3,1543
TIC 406323142,406323142,105,105,11.79,327.7156,-61.7135,2,4,1544
TIC 101936101,101936101,105,105,12.49,13.7273,-46.9732,3,1,1545
TIC 382523882,382523882,105,105,11.89,13.0463,-52.6203,3,2,1546
TIC 229138584,229138584,105,105,12.13,25.7198,-48.7884,3,3,1547
TIC 262531321,262531321,105,105,11.57,20.5444,-42.348,3,4,1548
TIC 123337535,123337535,105,105,10.25,30.9032,-32.5046,4,1,1549
TIC 91640177,91640177,105,105,10.21,39.9661,-39.2399,4,2,1550
TIC 44646297,44646297,105,105,10.15,59.353,-28.677,4,3,1551
TIC 209452635,209452635,105,105,10.31,45.9644,-30.8312,4,4,1552
TIC 91047928,91047928,105,105,11.78,309.3404,-46.7313,1,1,1553
TIC 207077681,207077681,105,105,12.31,320.7629,-40.0486,1,2,1554
TIC 34686498,34686498,105,105,12.02,306.422,-31.3341,1,3,1555
TIC 143361902,143361902,105,105,11.7,294.1556,-42.9581,1,4,1556
TIC 231908661,231908661,105,105,11.89,6.6432,-61.5622,2,1,1557
TIC 389753172,389753172,105,105,12.75,351.2906,-47.9456,2,2,1558
TIC 197642926,197642926,105,105,12.56,328.5298,-41.8457,2,3,1559
TIC 232064182,232064182,105,105,11.82,340.4372,-61.326,2,4,1560
TIC 120585579,120585579,105,105,12.58,4.4514,-38.1109,3,1,1561
TIC 155894832,155894832,105,105,12.02,3.9332,-53.5254,3,2,1562
TIC 229141027,229141027,105,105,12.13,26.1101,-48.1879,3,3,1563
TIC 616407043,616407043,105,105,11.63,17.0288,-37.4524,3,4,1564
TIC 122616851,122616851,105,105,10.26,41.6729,-34.5219,4,1,1565
TIC 153077987,153077987,105,105,10.21,49.6419,-44.0704,4,2,1566
TIC 142867885,142867885,105,105,10.15,50.8546,-35.5023,4,3,1567
TIC 91556176,91556176,105,105,10.32,44.0614,-30.7695,4,4,1568
TIC 91333706,91333706,105,105,11.81,312.4428,-47.0667,1,1,1569
TIC 126873403,126873403,105,105,12.32,317.3356,-42.2785,1,2,1570
TIC 355058528,355058528,105,105,12.02,303.7697,-40.0957,1,3,1571
TIC 129138718,129138718,105,105,11.71,302.4652,-47.5287,1,4,1572
TIC 201306149,201306149,105,105,11.96,3.6209,-56.8909,2,1,1573
TIC 139357541,139357541,105,105,12.77,349.4878,-43.9255,2,2,1574
TIC 279326172,279326172,105,105,12.63,332.2656,-44.443,2,3,1575
TIC 410421717,410421717,105,105,11.83,319.1476,-60.0876,2,4,1576
TIC 314017913,314017913,105,105,12.58,2.2983,-45.8741,3,1,1577
TIC 102087028,102087028,105,105,12.03,18.2254,-47.8693,3,2,1578
TIC 142169643,142169643,105,105,12.16,37.1886,-46.2299,3,3,1579
TIC 632122258,632122258,105,105,11.67,21.1171,-33.9198,3,4,1580
TIC 178156189,178156189,105,105,10.26,42.9376,-33.9272,4,1,1581
TIC 175492746,175492746,105,105,10.21,45.3836,-37.2826,4,2,1582
TIC 166701098,166701098,105,105,10.15,55.6872,-35.2179,4,3,1583
TIC 209406444,209406444,105,105,10.32,44.6911,-30.4695,4,4,1584
TIC 91333703,91333703,105,105,11.86,312.446,-47.0679,1,1,1585
TIC 147113585,147113585,105,105,12.36,321.7159,-43.6523,1,2,1586
TIC 290817776,290817776,105,105,12.03,308.1041,-39.874,1,3,1587
TIC 101356597,101356597,105,105,11.72,300.2626,-52.9909,1,4,1588
TIC 231908349,231908349,105,105,11.96,6.5436,-60.0273,2,1,1589
TIC 139196671,139196671,105,105,12.8,345.3633,-42.4734,2,2,1590
TIC 117545799,117545799,105,105,12.65,340.2984,-47.4699,2,3,1591
TIC 2026989085,2026989085,105,105,11.87,338.5461,-53.3814,2,4,1592
TIC 80290366,80290366,105,105,12.59,7.9238,-47.4224,3,1,1593
TIC 322049516,322049516,105,105,12.03,13.4304,-53.3097,3,2,1594
TIC 219993473,219993473,105,105,12.22,31.2227,-53.7714,3,3,1595
TIC 42014741,42014741,105,105,11.68,24.1806,-41.6986,3,4,1596
TIC 122614905,122614905,105,105,10.28,41.4121,-35.1861,4,1,1597
TIC 209451339,209451339,105,105,10.21,45.7043,-35.5276,4,2,1598
TIC 168675713,168675713,105,105,10.15,61.2188,-34.8618,4,3,1599
TIC 144513500,144513500,105,105,10.33,50.4175,-28.0957,4,4,1600
TIC 126603751,126603751,105,105,11.87,314.6666,-47.7309,1,1,1601
TIC 126763885,126763885,105,105,12.41,316.2147,-46.3264,1,2,1602
TIC 382182610,382182610,105,105,12.04,304.4721,-36.2047,1,3,1603
TIC 219924802,219924802,105,105,11.72,298.523,-53.3812,1,4,1604
TIC 237320326,237320326,105,105,12.0,344.8737,-60.4478,2,1,1605
TIC 161382691,161382691,105,105,12.8,345.1209,-48.7303,2,2,1606
TIC 278614633,278614633,105,105,12.69,333.6655,-40.6365,2,3,1607
TIC 234284556,234284556,105,105,11.89,335.6663,-63.0578,2,4,1608
TIC 115445163,115445163,105,105,12.63,6.6781,-38.9156,3,1,1609
TIC 206528974,206528974,105,105,12.04,16.494,-55.6118,3,2,1610
TIC 229141941,229141941,105,105,12.22,26.3796,-52.5051,3,3,1611
TIC 42015200,42015200,105,105,11.68,24.2162,-39.1426,3,4,1612
TIC 122686554,122686554,105,105,10.29,42.3739,-30.3488,4,1,1613
TIC 209460324,209460324,105,105,10.21,46.9611,-35.0106,4,2,1614
TIC 44738467,44738467,105,105,10.16,60.8442,-29.758,4,3,1615
TIC 144521643,144521643,105,105,10.33,50.7666,-27.7643,4,4,1616
TIC 79005538,79005538,105,105,11.88,314.8924,-53.4853,1,1,1617
TIC 139067136,139067136,105,105,12.52,319.1479,-45.993,1,2,1618
TIC 211225423,211225423,105,105,12.05,299.4653,-34.2424,1,3,1619
TIC 80087347,80087347,105,105,11.74,297.9574,-45.3281,1,4,1620
TIC 201248851,201248851,105,105,12.02,0.4991,-55.557,2,1,1621
TIC 224224515,224224515,105,105,12.9,352.912,-41.1314,2,2,1622
TIC 197712303,197712303,105,105,12.7,330.2962,-41.2448,2,3,1623
TIC 394586150,394586150,105,105,11.89,340.7961,-62.2955,2,4,1624
TIC 80439101,80439101,105,105,12.64,11.7473,-44.37,3,1,1625
TIC 469974683,469974683,105,105,12.05,7.9614,-60.9441,3,2,1626
TIC 229147922,229147922,105,105,12.23,27.2001,-48.5214,3,3,1627
TIC 41976707,41976707,105,105,11.73,23.2008,-41.4892,3,4,1628
TIC 146250373,146250373,105,105,10.29,35.0049,-31.0639,4,1,1629
TIC 215256927,215256927,105,105,10.21,42.6889,-38.8809,4,2,1630
TIC 142978399,142978399,105,105,10.16,53.77,-32.9872,4,3,1631
TIC 88364043,88364043,105,105,10.34,44.5232,-27.8262,4,4,1632
TIC 370133351,370133351,105,105,11.93,307.0006,-56.1636,1,1,1633
TIC 126564554,126564554,105,105,12.53,314.01,-42.2316,1,2,1634
TIC 92444219,92444219,105,105,12.06,314.4092,-34.2732,1,3,1635
TIC 129460265,129460265,105,105,11.76,304.5224,-45.8341,1,4,1636
TIC 316966880,316966880,105,105,12.05,356.5453,-57.2103,2,1,1637
TIC 139300916,139300916,105,105,12.93,348.1177,-44.8852,2,2,1638
TIC 382383645,382383645,105,105,12.72,335.4843,-42.0135,2,3,1639
TIC 231708319,231708319,105,105,11.96,339.8218,-57.2184,2,4,1640
TIC 180145929,180145929,105,105,12.65,14.5,-40.0049,3,1,1641
TIC 281763819,281763819,105,105,12.08,12.4953,-56.7851,3,2,1642
TIC 631919622,631919622,105,105,12.26,33.4658,-41.4912,3,3,1643
