target,tic_id,ra,dec,tmag,teff_k,radius_solar,distance_pc,contamination_ratio,gaia_source_id
TIC 441807873,441807873,266.29626874917,73.66797996174,12.505,3900.0,0.594,117.345,0.0027,1652474274702852352
TIC 275691658,275691658,286.99786024341,60.45268551763,12.506,3871.0,0.598,117.373,0.0488,2155734937307901312
TIC 233086272,233086272,272.16628180574,64.2115389389,12.507,3699.0,0.544,98.9748,0.0242,2161073478576647936
TIC 341816210,341816210,267.53230614569,55.64640942477,12.507,3420.0,0.432,63.6089,0.2285,1418202740920930816
TIC 233211759,233211759,266.77271251539,70.77961680577,12.51,3489.0,0.323,46.6227,0.0228,1638976257642500480
TIC 259039250,259039250,290.54699496559,70.83112106881,12.524,3480.0,0.394,60.1256,0.1306,2262681547123067392
TIC 237219280,237219280,295.72257221029,73.51576775983,12.526,3912.0,0.494,94.1956,0.0227,2264162176968940928
TIC 353735240,353735240,276.19923167134,58.10868336406,12.529,3497.0,0.558,97.7601,0.0178,2151500477511161088
TIC 198185138,198185138,245.60288335838,62.07973479451,12.53,3744.0,0.536,97.8241,0.033,1628252445859419008
TIC 256375401,256375401,298.5452995377,64.28000779553,12.533,3897.0,0.563,111.79,0.1145,2247391291752773376
TIC 219807827,219807827,266.56383959872,61.42123368647,12.537,3702.0,0.518,92.1283,0.0719,1436208790013880576
TIC 229611412,229611412,274.90208314287,72.48915708895,12.54,3531.0,0.431,71.2171,0.0522,2266664287476890240
TIC 229975545,229975545,289.99858485858,60.03586506477,12.54,3837.0,0.576,113.163,0.0568,2239520403404818176
TIC 307987410,307987410,257.43338072331,61.62992955404,12.54,3940.0,0.592,122.358,0.0133,1438467977171319680
TIC 165551882,165551882,266.76625634544,57.22476105257,12.544,3429.0,0.323,48.049,0.0434,1421760279512055808
TIC 219810383,219810383,267.01133738674,63.33847049657,12.546,3523.0,0.45,73.8199,0.0067,1439789006032014336
TIC 298781419,298781419,278.64626960484,57.7769108981,12.546,3735.0,0.547,103.539,0.0107,2154254616699762560
TIC 233728450,233728450,277.00937358231,62.86449662897,12.55,3865.0,0.578,116.288,0.0205,2160325432712844416
TIC 376879869,376879869,283.78178224614,74.01535338627,12.55,3669.0,0.529,95.8109,0.0813,2267813517646939008
TIC 307955351,307955351,256.67318387586,60.48195318598,12.551,3625.0,0.409,67.3977,0.004,1437587027839518464
TIC 233657951,233657951,259.65770010462,61.43208717628,12.554,3887.0,0.588,118.768,0.0118,1437756833666671488
TIC 165530589,165530589,266.45005813714,58.88861773586,12.558,3159.0,0.267,32.0218,0.0981,1422937203630815488
TIC 229483270,229483270,295.72320227467,62.26793217313,12.558,3937.0,0.563,114.195,0.0583,2240982960028550016
TIC 237098529,237098529,239.9397333861,70.69154562985,12.559,3689.0,0.555,103.801,0.0011,1647921575008098560
TIC 406927364,406927364,287.34867578069,58.32387646676,12.562,3752.0,0.536,100.108,0.0967,2143109279646536064
TIC 280074384,280074384,298.21407482499,67.53483076287,12.563,3577.0,0.499,85.5625,0.3951,2249148276973131136
TIC 229713960,229713960,278.79948547758,66.15382539258,12.567,3959.0,0.588,123.857,0.0386,2256999511551394432
TIC 230377324,230377324,285.15367503988,60.5592714309,12.569,3839.0,0.57,114.26,0.151,2155879420007758848
TIC 233614943,233614943,283.73321662377,61.83116736851,12.574,3755.0,0.544,103.296,0.0631,2156844275821597312
TIC 198210588,198210588,247.88635867328,62.21693475618,12.575,3781.0,0.561,109.717,8.0E-4,1625633787118451200
TIC 233060935,233060935,269.88333176316,61.1113503789,12.58,3561.0,0.53,91.097,0.0075,1435240360788783232
TIC 362258727,362258727,286.53841831383,76.61453635907,12.58,3204.0,0.271,33.725,0.0057,2292548371742214528
TIC 165501015,165501015,265.72911856991,57.35925289734,12.582,3919.0,0.558,112.364,0.0013,1422198915932247680
TIC 232607180,232607180,258.15723855917,60.5539875637,12.588,3570.0,0.393,64.6659,0.0169,1437558749774750976
TIC 230087050,230087050,247.18389865001,66.85480225424,12.589,3513.0,0.432,69.6542,0.1034,1648387939737462656
TIC 229581854,229581854,270.50632426767,73.12341529159,12.593,3522.0,0.574,105.585,0.0119,2266950332298087040
TIC 320525039,320525039,264.9447830933,55.68342380876,12.594,3657.0,0.522,95.5884,0.0049,1421056420271734272
TIC 280070427,280070427,297.93764022792,69.31678127717,12.596,3388.0,0.326,47.6881,0.0406,2251008856805013760
TIC 233124171,233124171,273.61600774463,62.07871461441,12.598,3766.0,0.534,102.177,0.0042,2159115110929160320
TIC 441714800,441714800,253.80701814182,75.39196079933,12.601,3672.0,0.555,105.126,0.0121,1656566210304675072
TIC 198388593,198388593,258.09516118855,56.03186567342,12.604,3850.0,0.583,118.9,2.0E-4,1432349744718684160
TIC 237103217,237103217,240.93896316503,69.39753653399,12.604,3700.0,0.543,103.154,0.0039,1646956890993615104
TIC 258873648,258873648,288.31862900463,68.68461426439,12.604,3686.0,0.492,89.6681,0.0249,2261980608461492352
TIC 229798009,229798009,285.35247816505,71.81171645991,12.613,3884.0,0.545,109.329,0.0511,2263017654083713280
TIC 233735382,233735382,277.62877476143,60.39752033126,12.616,3664.0,0.569,108.171,0.01,2158009139671230720
TIC 230135143,230135143,252.72137396207,68.75917946502,12.617,3798.0,0.554,109.227,0.0845,1648966798249460224
TIC 237099895,237099895,240.13753736749,66.11349645457,12.617,3672.0,0.478,87.1379,0.004,1642850318142259712
TIC 377054794,377054794,285.19372377711,59.59073496871,12.617,3763.0,0.562,111.768,0.0177,2155439512277714944
TIC 219429281,219429281,254.43291665167,61.69724307521,12.619,3535.0,0.512,89.6423,0.0071,1630471260323402112
TIC 233545908,233545908,281.56744417152,61.17218822316,12.622,3839.0,0.493,95.8315,0.1014,2156379766518405248
TIC 219087338,219087338,268.40759302667,71.62486782124,12.628,3936.0,0.595,127.34,0.002,1639227152452158208
TIC 353898013,353898013,271.89985371913,56.32422873225,12.629,3230.0,0.328,43.8758,0.0227,2150363719926715520
TIC 259036250,259036250,290.17580102086,66.29847172924,12.63,3897.0,0.596,125.277,0.0205,2254843575406746112
TIC 416193088,416193088,285.63993266664,69.73352966151,12.63,3892.0,0.591,126.009,0.003,2262363479024817792
TIC 243336237,243336237,290.0365746484,59.46207197204,12.633,3252.0,0.388,56.5714,0.0428,2143425732837222784
TIC 229454246,229454246,294.26918005037,61.95686121931,12.635,3438.0,0.527,91.5837,0.0265,2240919050914706688
TIC 233208400,233208400,266.33683026016,70.90154106703,12.635,3615.0,0.542,101.43,0.2024,1639075866523951744
TIC 229598094,229598094,273.56255302698,73.38886635235,12.636,3460.0,0.413,65.6844,0.0684,2267291112183222528
TIC 233501675,233501675,250.65567423627,73.39728784452,12.636,3634.0,0.452,80.1148,0.003,1654658626349599360
TIC 284900411,284900411,260.97493076257,57.06684421633,12.636,3925.0,0.588,126.36,0.0288,1432883759476325760
TIC 229507871,229507871,297.08647489841,63.29315002072,12.637,3450.0,0.385,60.9354,0.0666,2241424551386344320
TIC 229615081,229615081,278.03557071361,74.83016579332,12.638,3345.0,0.336,49.509,0.0016,2268835750310316416
TIC 341839537,341839537,267.85654823215,57.49703789896,12.638,3609.0,0.41,70.2889,0.0842,1421781616909489536
TIC 356893337,356893337,272.86530994601,58.74561029084,12.638,3271.0,0.278,37.0581,0.0146,2152373970779309440
TIC 233684437,233684437,260.82182922418,63.55758094269,12.642,3670.0,0.578,114.829,0.0293,1440405144861194368
TIC 165498437,165498437,265.18032357366,56.68492350342,12.646,3441.0,0.335,50.9777,0.0061,1421366826148660864
TIC 236769908,236769908,274.22971251232,67.82665494326,12.646,3898.0,0.59,125.02,0.9829,2258213372385766144
TIC 424388104,424388104,281.02180695158,77.78996499654,12.646,3992.0,0.517,107.826,0.0198,2292857471948827136
TIC 232634180,232634180,269.39831263679,56.22021103174,12.649,3620.0,0.52,95.6284,0.3063,1418337568534408704
TIC 229764062,229764062,281.70844923302,71.96621530983,12.65,3696.0,0.456,85.2045,0.0357,2265999254740508672
TIC 284889132,284889132,260.41171363111,58.08558439142,12.654,3572.0,0.391,66.148,0.0041,1433164414115387776
TIC 298289582,298289582,251.60355106966,59.29311911844,12.655,3868.0,0.577,120.586,0.0512,1431851391073498624
TIC 441809255,441809255,266.51630329891,73.85080978993,12.659,3385.0,0.347,52.2476,0.0111,1652490217621580288
TIC 198414922,198414922,259.57644759896,55.91631621692,12.66,3858.0,0.585,123.337,0.0017,1420663757181266048
TIC 233072899,233072899,271.15205409465,61.40197809024,12.663,3808.0,0.522,103.641,0.1551,2158886721748451840
TIC 233208639,233208639,266.34285218736,70.10057897728,12.665,3502.0,0.44,73.5761,0.0038,1638793532553738752
TIC 229973176,229973176,290.03376931014,62.98793863604,12.669,3260.0,0.401,56.8717,0.044,2240524738556548864
TIC 233733207,233733207,277.52351814251,64.82351557137,12.672,3391.0,0.367,55.9813,0.0371,2256627292504045440
TIC 233123014,233123014,273.62683141133,64.4939148571,12.673,3665.0,0.574,114.332,0.0848,2161280736518936704
TIC 377159677,377159677,285.6273750325,57.19015257292,12.673,3768.0,0.55,111.48,0.414,2153453381961206528
TIC 320504102,320504102,264.61496258597,59.79708460422,12.674,3441.0,0.412,65.132,0.0131,1434925797383133312
TIC 229650375,229650375,280.88560498515,74.77544045321,12.676,3558.0,0.511,90.8821,0.0629,2268046167434287104
TIC 441792976,441792976,262.99939403276,74.12837836611,12.676,3511.0,0.539,99.362,0.0072,1655645438034987648
TIC 229937722,229937722,287.69033220616,63.28540426304,12.679,3773.0,0.544,109.418,0.0108,2252501336464563200
TIC 233051855,233051855,269.18770380906,60.44572875498,12.681,3676.0,0.428,77.0666,0.1632,1435159546684050176
TIC 229963163,229963163,289.38466393274,65.16798675586,12.682,3372.0,0.361,55.6555,0.0126,2254303921357211136
TIC 390018919,390018919,277.4370048256,55.92167438776,12.683,3721.0,0.565,113.654,0.0112,2150659797792098304
TIC 232616666,232616666,259.44034036275,64.52772932598,12.684,3356.0,0.355,53.8103,0.0274,1631358394408506624
TIC 376849566,376849566,276.16315618036,66.75026717892,12.686,3622.0,0.554,105.133,0.1447,2257272705830748800
TIC 232611481,232611481,259.02625763826,60.37350525558,12.687,3974.0,0.597,130.837,0.0318,1437440998951778688
TIC 219104885,219104885,270.79987005495,71.67225628724,12.69,3609.0,0.519,97.0285,0.1315,2260763105490977024
TIC 289581681,289581681,252.41639342317,65.17798490795,12.69,3609.0,0.479,87.2857,0.2747,1635050966771922688
TIC 287149955,287149955,253.66301664899,62.64591570129,12.691,3225.0,0.228,29.7585,0.0012,1630809153990860032
TIC 232611387,232611387,258.86714005061,60.09813328482,12.698,3655.0,0.554,108.016,0.0311,1437328848765400704
TIC 236758399,236758399,272.5366330686,68.91146009443,12.698,3353.0,0.354,55.169,0.0012,2259968811419624448
TIC 229940234,229940234,287.98834644652,64.1338847673,12.699,3721.0,0.513,100.498,0.0235,2252643658798530176
TIC 233094467,233094467,272.92682714356,61.68509286912,12.699,3805.0,0.564,117.754,0.0268,2159047250445653632
TIC 233527444,233527444,279.92137973843,60.68212741198,12.7,3577.0,0.505,93.7646,0.0059,2156492500820139008
TIC 198388382,198388382,258.19270127805,56.67283207685,12.702,3365.0,0.343,50.9387,0.0044,1432801781436609792
TIC 233073451,233073451,271.11151076522,62.56246768776,12.703,3838.0,0.556,116.82,0.0246,2159414757910680064
TIC 356824045,356824045,275.06831035488,67.29679509058,12.703,3511.0,0.438,74.1344,0.0083,2258056039144574720
TIC 233692706,233692706,275.58914938092,59.97401606125,12.707,3636.0,0.508,95.8592,0.425,2157716119822030976
TIC 198188588,198188588,246.10253033446,64.58218176779,12.708,3645.0,0.465,85.7724,0.0095,1629859725700890496
TIC 441716120,441716120,254.04681332002,73.3937725628,12.708,3564.0,0.405,70.6195,5.0E-4,1653875121235416576
TIC 229944188,229944188,288.19321183094,61.49210220822,12.709,3915.0,0.586,128.947,0.1229,2251948801807717376
TIC 230071306,230071306,243.33542399575,69.00279336509,12.709,3536.0,0.497,88.1381,5.0E-4,1643800880305143552
TIC 288428750,288428750,269.22493620641,78.47673516712,12.71,3531.0,0.521,97.9187,0.03,1705382911669505280
TIC 237216719,237216719,295.21079639325,75.18297442207,12.711,3885.0,0.525,110.733,0.0144,2289125557686408960
TIC 280069113,280069113,297.98668964527,67.28384684005,12.711,3295.0,0.462,73.5867,0.0226,2249045197758833536
TIC 198358201,198358201,256.44789588338,57.75971739613,12.713,3855.0,0.567,121.202,0.0022,1433704411763653248
TIC 233055200,233055200,269.25859090993,62.77446137543,12.713,3840.0,0.591,127.893,0.0259,1436567746200733184
TIC 233128986,233128986,274.16512161254,64.3150248069,12.714,3316.0,0.363,53.7262,0.0279,2161230880538463232
TIC 232612888,232612888,258.99925512282,64.61900068133,12.716,3191.0,0.192,24.5385,0.0438,1631420379376431488
TIC 237229596,237229596,296.71013474096,72.28290846164,12.716,3875.0,0.573,125.079,0.0123,2263851668013393408
TIC 356870100,356870100,275.90294739747,67.97185498745,12.716,3956.0,0.574,127.428,0.0118,2259681392207722240
TIC 229749413,229749413,280.46715834119,66.9649259454,12.717,3656.0,0.415,73.8787,0.028,2258583632927579520
TIC 356870317,356870317,275.94261168721,67.75299742354,12.717,3756.0,0.528,105.886,0.0321,2258176985422901760
TIC 441807661,441807661,266.2962776653,74.24824463228,12.72,3980.0,0.574,128.571,0.0207,1652703110560042880
TIC 230069215,230069215,242.76107562973,71.46931207082,12.721,3636.0,0.558,108.822,0.0014,1653978544047408384
TIC 229937610,229937610,287.73030266569,63.10008117201,12.725,3724.0,0.534,106.846,0.008,2252489898968015872
TIC 198409149,198409149,258.93874882844,56.77676390345,12.729,3532.0,0.575,108.935,0.2124,1432795218726512384
TIC 258776466,258776466,286.46872781489,70.63686538863,12.729,3578.0,0.417,73.2382,0.0014,2262793662949277056
TIC 230129303,230129303,251.59665798956,66.00805975859,12.734,3444.0,0.521,94.6631,0.0106,1636083854867146624
TIC 230084392,230084392,246.36382632598,67.27156014274,12.735,3379.0,0.315,47.4815,0.0021,1642599182815790720
TIC 232626447,232626447,268.86432976298,57.66342732573,12.74,3441.0,0.369,59.9265,0.0968,1421693346741767296
TIC 198279258,198279258,250.17078363053,65.01183679555,12.741,3462.0,0.399,66.4806,0.2153,1635194075082209536
TIC 341817646,341817646,267.54402697563,59.13569323483,12.743,3390.0,0.344,53.6093,0.0185,1422923047418503936
TIC 233070040,233070040,270.77409461718,64.75824770524,12.744,3970.0,0.547,120.019,0.5572,2161522418625364096
TIC 233573351,233573351,282.12879979223,60.68076288494,12.744,3590.0,0.555,107.626,0.0243,2156351454093858176
TIC 287139872,287139872,253.46299315864,60.70908067856,12.746,3652.0,0.527,103.021,0.002,1438168463332034816
TIC 359483451,359483451,278.95370110407,57.48308414032,12.746,3711.0,0.573,119.122,0.019,2154214450165500928
TIC 287152070,287152070,253.71841712808,62.01642120327,12.748,3278.0,0.3,43.8612,0.0131,1630539567483392896
TIC 198185371,198185371,245.57656164046,63.07639934788,12.749,3693.0,0.488,94.7493,0.0011,1628918646826461696
TIC 233098282,233098282,273.30155087251,61.41748886607,12.761,3966.0,0.544,120.439,0.0171,2159022683232642688
TIC 198236586,198236586,248.80097799314,60.54522875856,12.763,3462.0,0.439,75.277,0.035,1624498644441880832
TIC 219865662,219865662,258.73867308831,65.99360858017,12.763,3453.0,0.428,73.2998,0.1286,1632483813279908992
TIC 233542652,233542652,281.30094588201,64.25780953857,12.763,3851.0,0.558,120.359,0.0938,2253431321438881792
TIC 367837191,367837191,275.49284511192,73.35148445526,12.766,3705.0,0.502,99.55,0.0031,2267109211728730496
TIC 219757125,219757125,261.84710842345,64.14192932547,12.768,3343.0,0.361,56.5179,0.1815,1632600773828334720
TIC 377158364,377158364,285.65356059371,59.03121032342,12.771,3839.0,0.409,80.8858,0.8336,2155200471577887616
TIC 353818806,353818806,270.3933002208,56.37780822485,12.776,3804.0,0.466,94.5847,0.2811,2150320323577456768
TIC 219859253,219859253,257.90823538437,67.95125733699,12.779,3634.0,0.392,72.0621,0.0164,1636683466660795904
TIC 232682547,232682547,282.37384934998,59.69663101953,12.781,3335.0,0.422,66.3616,0.0083,2156154882030566656
TIC 334832207,334832207,250.62430198351,63.29217407532,12.781,3692.0,0.558,118.462,0.0046,1631784764402444032
TIC 367856400,367856400,277.0097068643,74.55663775016,12.784,3465.0,0.436,77.2857,0.0074,2268743086007264256
TIC 311234972,311234972,253.86586078801,66.25061337664,12.786,3814.0,0.511,108.468,0.0044,1635724314564926464
TIC 341816918,341816918,267.68157072482,57.31819173015,12.787,3797.0,0.551,117.275,0.002,1421774882400749184
TIC 441811392,441811392,267.00977889287,74.61561682659,12.788,3211.0,0.251,34.4626,0.0055,1652765232967046016
TIC 233656978,233656978,259.68458772969,64.88642676891,12.79,3666.0,0.422,78.7645,0.0109,1632926091831608192
TIC 233732152,233732152,277.36531968203,64.70259118422,12.79,3618.0,0.381,70.4071,0.2899,2256602072456053376
TIC 259126333,259126333,291.39866054298,69.50520582685,12.79,3586.0,0.372,66.8784,0.0125,2261708582412857984
TIC 229780270,229780270,283.23623400171,71.01786682181,12.791,3476.0,0.393,66.5949,0.0243,2265503581154809088
TIC 441807865,441807865,266.11277432712,73.69506029007,12.793,3543.0,0.5,93.9415,0.1416,1652475133696307328
TIC 356871098,356871098,276.05259310826,66.93570685296,12.795,3406.0,0.4,66.0022,0.0507,2257284285062657280
TIC 199610779,199610779,249.05675297725,59.60176547454,12.796,3770.0,0.558,119.277,0.0,1624144945295320448
TIC 287138506,287138506,252.93590922601,63.51204459301,12.796,3356.0,0.36,56.9725,1.0E-4,1631664883274936192
TIC 219881731,219881731,261.56812534625,71.85267341503,12.797,3522.0,0.371,64.5099,0.0896,1651100572361974656
TIC 329250783,329250783,264.0346559826,59.67440073311,12.798,3800.0,0.554,118.87,0.0614,1434903562336827648
TIC 233614230,233614230,283.63215985817,60.59114813046,12.8,3719.0,0.406,78.4746,0.5655,2155913470508521728
TIC 229796245,229796245,284.95123956833,68.28249267263,12.805,3222.0,0.329,48.3489,0.0058,2256173365999919104
TIC 219098304,219098304,269.6976916805,65.92127254586,12.808,3738.0,0.564,120.182,0.8386,1441079592165386496
TIC 219771690,219771690,263.13720098349,62.48515601002,12.809,3496.0,0.49,93.2746,0.0752,1439395346509896704
TIC 334780276,334780276,247.43398197134,62.94763324285,12.809,3832.0,0.586,131.005,0.0288,1628728809271762432
TIC 243297689,243297689,289.25515704884,59.4425147009,12.81,3730.0,0.451,89.1699,0.1048,2143612581093991552
TIC 359679221,359679221,280.94356056364,55.80179401205,12.81,3543.0,0.429,77.0917,0.0403,2147852057412195072
TIC 441739871,441739871,259.56424337166,74.30288591408,12.812,3520.0,0.473,88.0677,0.2501,1655531398063340800
TIC 441813157,441813157,267.42033856118,74.2149481685,12.812,3468.0,0.378,64.758,0.0141,1652692493400860288
TIC 376880903,376880903,283.7362703552,76.7382290857,12.819,3729.0,0.498,102.569,0.0095,2292657051594467840
TIC 219844898,219844898,255.00007887087,68.39212812316,12.82,3825.0,0.5,104.887,0.0085,1636988787295920512
TIC 376847566,376847566,275.47005447242,69.55270002529,12.822,3965.0,0.571,131.297,0.0324,2259884492621634560
TIC 233680140,233680140,260.3468332823,61.63018290823,12.823,3750.0,0.521,109.626,0.2103,1437755562356390016
TIC 219097107,219097107,269.73373006498,69.00026442462,12.825,3651.0,0.516,103.971,0.05,1634782685935736704
TIC 367815544,367815544,275.7736009457,77.93173792859,12.826,3837.0,0.567,125.583,0.1371,2293587307151836288
TIC 237278618,237278618,299.13279002903,72.19572281149,12.827,3469.0,0.598,114.902,0.0182,2263802739746124416
TIC 229782543,229782543,283.36408871033,67.70976047552,12.83,3515.0,0.503,94.2823,0.0283,2256095060156509184
TIC 356821294,356821294,269.48823147159,75.09183225806,12.832,3765.0,0.527,112.381,0.0016,1652814539191707904
TIC 219763122,219763122,262.47456497939,61.2680221129,12.833,3813.0,0.585,131.228,0.0032,1438957156766756608
TIC 198238742,198238742,249.16693648288,63.87702497302,12.836,3400.0,0.438,74.033,0.0435,1628887138946355968
TIC 229672676,229672676,252.37222362015,74.01166578943,12.839,3388.0,0.309,48.9321,0.0021,1654711883944191104
TIC 233732265,233732265,277.3293681912,64.96372393483,12.839,3578.0,0.597,117.935,0.0564,2256634782927022592
TIC 219108100,219108100,271.2771619119,68.8283226401,12.841,3772.0,0.57,125.669,0.0076,2258521888477181056
TIC 233580770,233580770,282.59233090945,62.05371113468,12.845,3423.0,0.559,107.116,0.0246,2156889493237407360
TIC 259167982,259167982,292.04624202029,66.64203644439,12.847,3716.0,0.565,123.815,0.0234,2260812927112300672
TIC 229612885,229612885,277.59452672447,74.7707763084,12.848,3501.0,0.567,115.111,0.0022,2268741024423111168
TIC 237098997,237098997,240.09237090169,70.52848212059,12.848,3760.0,0.589,129.883,0.1955,1647915940011001088
TIC 362225191,362225191,285.70199187187,75.14960258403,12.851,3757.0,0.511,106.673,0.0998,2268298093036223360
TIC 233199387,233199387,264.86848157468,69.46749492105,12.852,3142.0,0.296,39.8986,0.004,1637989067999562624
TIC 353819662,353819662,270.40249769447,58.58147633026,12.852,3415.0,0.335,57.8657,0.3162,2152143348215379968
TIC 233054932,233054932,269.41134153351,63.4335861272,12.853,3999.0,0.529,123.491,0.0043,1439653319425625216
TIC 357527102,357527102,270.1518881246,56.05585930989,12.853,3435.0,0.392,67.0149,0.113,2150289399812853376
TIC 160599479,160599479,243.81119068941,74.18295370863,12.856,3725.0,0.505,105.477,0.0112,1702615406542224640
TIC 198365980,198365980,257.18396468209,57.88389001333,12.856,3683.0,0.501,103.826,0.0089,1433544157944041984
TIC 233093714,233093714,273.08692236021,60.16369256388,12.858,3640.0,0.522,107.476,8.0E-4,2158562709415067648
TIC 357035009,357035009,274.19868261196,58.01246395793,12.859,3373.0,0.55,101.973,0.1026,2151451583603695488
TIC 236764134,236764134,273.42567932285,66.4857101399,12.86,3317.0,0.319,49.6245,0.9457,2257667121267351296
TIC 462617944,462617944,259.65349147172,57.06177922292,12.86,3698.0,0.587,126.604,0.1937,1432828891270160512
TIC 389914919,389914919,275.94629373525,56.5980007705,12.862,3803.0,0.514,110.754,0.3312,2150937458837946752
TIC 230079652,230079652,245.30038531367,70.15074344737,12.864,3534.0,0.595,123.533,0.2633,1652878894980675584
TIC 259131740,259131740,291.86370676862,71.33593788827,12.864,3941.0,0.592,141.07,0.0024,2263473332934664192
TIC 230380624,230380624,285.31093183433,65.43349275332,12.865,3421.0,0.364,64.1968,0.2087,2255205555250449152
TIC 198186473,198186473,245.92286611166,64.2030984996,12.868,3602.0,0.499,99.3667,0.0094,1629796538142109184
TIC 229444326,229444326,293.76996512719,63.81457913185,12.868,3417.0,0.306,51.9916,0.0055,2241923970183944576
TIC 233656965,233656965,259.53696113516,64.9369992167,12.868,3493.0,0.42,76.4623,0.0033,1632929940122279168
TIC 359674630,359674630,280.82169524381,55.89869644981,12.869,3963.0,0.564,134.124,0.0015,2147853534880947968
TIC 441800672,441800672,264.60131709519,72.99777284585,12.871,3884.0,0.529,117.509,0.0071,1652299589792519680
TIC 334831854,334831854,250.75350331566,61.89192774209,12.872,3638.0,0.448,88.7196,0.0243,1625423024483244800
TIC 232676321,232676321,282.296416494,57.1262119553,12.873,3576.0,0.508,99.8397,0.0493,2153274230285901952
TIC 198416190,198416190,260.20669624555,59.47854794615,12.876,3439.0,0.414,72.7632,0.0385,1434296704933603200
TIC 237203014,237203014,293.30197202942,73.60882858092,12.877,3336.0,0.551,102.187,0.002,2264905515548694656
TIC 353781241,353781241,276.48793021022,59.47087230633,12.877,3405.0,0.251,41.085,0.0971,2157684440143134592
TIC 353895923,353895923,271.73401763622,58.66375616019,12.879,3945.0,0.584,139.088,0.0199,2152455575157697536
TIC 359482441,359482441,278.88598643853,59.26165021366,12.88,3315.0,0.34,55.3846,0.0196,2154818734884313728
TIC 165549035,165549035,266.6558451364,54.99938824405,12.881,3620.0,0.484,94.7212,0.0037,1418145669395379840
TIC 230111888,230111888,248.58980044495,71.71469999646,12.882,3796.0,0.589,134.166,0.0784,1653666110946790400
TIC 219874441,219874441,260.2351583268,70.75999485251,12.883,3722.0,0.549,119.273,0.012,1650787177188535168
TIC 441803099,441803099,265.49552333508,77.06289512758,12.883,3772.0,0.581,130.731,2.0E-4,1657190423670750848
TIC 229978252,229978252,290.29632158363,63.20587252701,12.885,3488.0,0.441,81.9615,0.0457,2240533087972966784
TIC 233577023,233577023,282.45851843918,64.2307047423,12.887,3524.0,0.27,46.6859,0.01,2253398782766572672
TIC 389917014,389917014,276.02319236139,59.42331942482,12.887,3682.0,0.444,87.1549,0.1915,2157663377623472512
TIC 230119493,230119493,249.79318730739,66.57101132707,12.889,3347.0,0.43,73.0098,0.0027,1636277403273418496
TIC 229675969,229675969,253.25904500716,75.68938660916,12.892,3383.0,0.374,64.0694,0.2632,1704623355293583232
TIC 160583739,160583739,243.29466086075,74.26762815833,12.902,3713.0,0.545,117.547,0.1563,1702631418180342400
TIC 230075220,230075220,244.47788920138,68.92482335356,12.903,3446.0,0.364,64.2695,0.0037,1643740991281128704
TIC 356785359,356785359,268.39210580038,73.60385477901,12.903,3407.0,0.402,70.1531,0.0082,1652435001521970560
TIC 230391988,230391988,286.3426574586,61.98035397432,12.905,3397.0,0.378,64.752,0.0143,2252129396593420928
TIC 230396449,230396449,286.48612571415,61.60851739864,12.905,3856.0,0.561,129.903,0.0631,2251929216757422976
TIC 367835979,367835979,275.64811954865,76.36629141066,12.906,3629.0,0.51,104.873,0.1059,2269375751870013056
TIC 219762242,219762242,262.66499052978,63.84820460408,12.91,3989.0,0.566,134.512,0.1348,1440471252997848576
TIC 229788783,229788783,284.13895657071,66.66576205924,12.914,3434.0,0.446,86.6124,0.1396,2255608629341277824
TIC 236770256,236770256,274.0615196182,68.67444512484,12.916,3641.0,0.382,74.6716,0.1059,2259765951523900032
TIC 198162429,198162429,243.967467448,62.40885682434,12.917,3439.0,0.447,82.2191,0.0051,1628498186708292352
TIC 230050842,230050842,292.06204897277,62.75180006345,12.918,3570.0,0.497,100.794,0.005,2241760898864940416
TIC 441810173,441810173,266.74672013075,76.8400406746,12.919,3497.0,0.512,99.699,0.01,1656987048379363200
TIC 232617516,232617516,268.31594589344,58.78828192743,12.92,3503.0,0.448,85.5092,0.1203,1422789869072400640
TIC 243278225,243278225,288.52411111181,59.69982342147,12.92,3462.0,0.471,88.1154,0.0027,2143655736925559168
TIC 311234051,311234051,253.56177729131,68.64349194742,12.921,3543.0,0.303,53.7346,0.053,1648935943204423680
TIC 229799905,229799905,285.3277739348,67.63050209569,12.922,3937.0,0.572,137.078,0.1241,2255873542924010368
TIC 233501704,233501704,250.62554152142,73.31074459961,12.922,3535.0,0.349,65.7822,0.0012,1654655808851049984
TIC 165554718,165554718,266.97066486459,57.46081697017,12.924,3817.0,0.556,129.567,0.0501,1421836038438985600
TIC 236785450,236785450,283.14385910056,59.30334782853,12.924,3736.0,0.489,104.556,0.0122,2155383093587148544
TIC 336008893,336008893,282.34122089432,77.26717970135,12.924,3532.0,0.525,104.227,0.0013,2292826238946510080
TIC 311235091,311235091,253.87406092912,66.63321325566,12.926,3564.0,0.497,99.0657,0.0053,1635753520342407552
TIC 232648181,232648181,281.80436135168,58.06704467339,12.927,3710.0,0.55,125.761,0.1047,2154463764427123200
TIC 441715840,441715840,253.9210481901,72.30443009802,12.927,3730.0,0.447,95.297,0.0073,1653568185692015488
TIC 462619951,462619951,259.88655981515,56.40710140654,12.927,3652.0,0.457,93.6984,0.1667,1420738764490284032
TIC 219106240,219106240,270.80954524065,67.81629353786,12.93,3621.0,0.519,112.824,0.0033,2258350605181226240
TIC 233088272,233088272,272.57320110164,60.01416619598,12.93,3921.0,0.595,145.251,0.0047,2158475126442040064
